CODIGOVIA,TPD_AUTOS,TPD_BUSES,TPD_C2,TPD_C3__C4,TPD_C5,TPD_MAS_C5,CLASE_DE_R,START_X,START_Y,END_X,END_Y,COSTO_AUTOS,COSTO_BUSES,COSTO_C2,COSTO_C3__C4,COSTO_C5,COSTO_MAS_C5,TPD_Global,FID,CLASE_DE_R,COD_AFORO
18205,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.924282,1.037843,-75.921482,1.034033,515.29,1600.2,1191.6,1988.68,3343.32,3491.26,665000,139,Vía Municipal,0
1402,200,50,100,50,50,25,Departamental,-76.587756,1.029275,-76.611535,1.039446,2599.65,7216.36,5517.53,9404.77,16807.17,17614.97,1250,140,Departamental,0
86885,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.617565,1.032629,-76.611535,1.039446,848.81,2280.74,1833.15,3131.33,5101.79,5321.12,665000,141,Vía Municipal,0
52720,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.621527,1.040572,-77.621733,1.036181,456.84,1331.53,1035.32,1743.8,2886.83,3012.19,665000,142,Vía Municipal,0
86885,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.617565,1.032629,-76.616443,1.040642,870.77,2339.73,1880.57,3212.33,5233.75,5458.76,665000,143,Vía Municipal,0
4502,1913,72,484,100,29,58,Primer Orden,-76.616443,1.040642,-76.622161,1.0434,741.31,1880.46,1476.89,2557.36,4449.27,4645.33,4452,144,Primer Orden,891
1701,2126,168,487,42,13,46,Primer Orden,-77.729601,0.963739,-77.69568,1.044654,8720.62,22121.43,17373.91,30084.47,52340.58,54647,4638,145,Primer Orden,317
2501,3229,454,731,210,51,226,Primer Orden,-77.471853,1.024106,-77.452999,1.049771,3592.41,9077.36,7164.17,12366.96,21926.07,22979.01,9236,146,Primer Orden,310
2501,4305,726,898,171,53,305,Primer Orden,-77.452999,1.049771,-77.439032,1.052889,1829.41,4622.6,3648.32,6297.81,11165.74,11701.94,12014,147,Primer Orden,307
52354,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.49852,1.057501,-77.495963,1.055281,314.24,915.89,712.15,1199.47,1985.71,2071.94,665000,148,Vía Municipal,0
52506,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.569029,1.05577,-77.564603,1.059088,635.18,1851.32,1439.49,2424.54,4013.78,4188.07,665000,149,Vía Municipal,0
10NR10,27,4,2,1,0,0,Departamental,-77.504889,1.064553,-77.49852,1.057501,955.64,2652.76,2028.26,3457.22,6178.37,6475.32,51,150,Departamental,0
1002,2018,197,398,177,32,85,Primer Orden,-77.508854,1.066667,-77.504889,1.064553,425.48,1075.1,848.51,1464.72,2596.88,2721.58,5195,151,Primer Orden,311
1002,2018,197,398,177,32,85,Primer Orden,-77.504889,1.064553,-77.452999,1.049771,10142.86,25629.17,20227.42,34917.08,61906.41,64879.31,5195,152,Primer Orden,311
10NR05,35,4,1,1,0,0,Departamental,-77.609546,1.07533,-77.569029,1.05577,6621.74,18381.24,14054.04,23955.47,42810.58,44868.18,56,153,Departamental,0
4502,112,126,56,6,0,0,Primer Orden,-76.622161,1.0434,-76.666819,1.080891,6230.76,15805.45,12413.42,21494.94,37396.62,39044.52,745,154,Primer Orden,962
10NR03,32,2,0,0,0,0,Departamental,-77.620156,1.081868,-77.621527,1.040572,5342.74,14830.89,11339.49,19328.45,34541.68,36201.85,39,155,Departamental,0
1002,2018,197,398,177,32,85,Primer Orden,-77.574919,1.084411,-77.508854,1.066667,8146.11,20583.77,16245.41,28043.23,49719.39,52107.05,5195,156,Primer Orden,311
52838,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.617411,1.085164,-77.609546,1.07533,1084.07,2912.87,2341.23,3999.22,6515.82,6795.94,665000,157,Vía Municipal,0
1002,2996,143,783,166,29,98,Primer Orden,-77.69568,1.044654,-77.628886,1.086631,8733.21,22067.25,17416.23,30064.32,53302.69,55862.42,7145,158,Primer Orden,319
52838,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.62127,1.08709,-77.620156,1.081868,473.77,1273,1023.18,1747.77,2847.59,2970.01,665000,159,Vía Municipal,0
52838,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.628886,1.086631,-77.62127,1.08709,754.55,2027.45,1629.57,2783.59,4535.22,4730.2,665000,160,Vía Municipal,0
52838,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.619505,1.087957,-77.617411,1.085164,349.8,939.9,755.45,1290.43,2102.46,2192.85,665000,161,Vía Municipal,0
52838,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.62127,1.08709,-77.619505,1.087957,166.15,446.45,358.84,612.96,998.67,1041.61,665000,162,Vía Municipal,0
1002,2018,197,398,177,32,85,Primer Orden,-77.606917,1.086676,-77.574919,1.084411,4993.56,12617.83,9958.43,17190.48,30477.95,31941.58,5195,163,Primer Orden,311
52838,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.617411,1.085164,-77.606917,1.086676,1359.63,3653.29,2936.34,5015.78,8172.06,8523.39,665000,164,Vía Municipal,0
25NRA,25,1,2,1,0,0,Departamental,-77.439032,1.052889,-77.400664,1.092146,8010.13,23940.06,17781.89,32176.04,60121.16,63207.78,39,165,Departamental,0
52838,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.619505,1.087957,-77.629375,1.094166,1328.69,3570.17,2869.53,4901.65,7986.12,8329.46,665000,166,Vía Municipal,0
2501,4305,726,898,171,53,305,Primer Orden,-77.439032,1.052889,-77.399088,1.094674,8373.08,21157.26,16698.04,28824.57,51104.66,53558.84,12014,167,Primer Orden,307
1702,1931,1637,243,9,2,2,Primer Orden,-77.629375,1.094166,-77.631703,1.09533,245.77,621.02,490.13,846.08,1500.05,1572.09,8446,168,Primer Orden,320
52788,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.400664,1.092146,-77.389453,1.09651,1184.79,3453.22,2685.04,4522.42,7486.8,7811.89,665000,169,Vía Municipal,0
52788,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.389453,1.09651,-77.385207,1.09591,427.48,1245.93,968.77,1631.71,2701.26,2818.56,665000,170,Vía Municipal,0
52788,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.399088,1.094674,-77.389453,1.09651,899.57,2621.91,2038.65,3433.71,5684.46,5931.29,665000,171,Vía Municipal,0
17NR04,7,1,0,0,0,0,Departamental,-77.631703,1.09533,-77.685731,1.094686,6053.24,16803.16,12847.46,21898.83,39135.17,41016.12,11,172,Departamental,0
2501,4305,726,898,171,53,305,Primer Orden,-77.385207,1.09591,-77.379023,1.107935,2575.1,6506.83,5135.41,8864.87,15717.02,16471.79,12014,173,Primer Orden,307
25NR13,14,3,1,1,0,0,Departamental,-77.379023,1.107935,-77.336232,1.088734,5945.91,17770.66,13199.47,23884.22,44627.83,46919.02,32,174,Departamental,0
2501,4305,726,898,171,53,305,Primer Orden,-77.379023,1.107935,-77.384262,1.112221,1524.73,3852.71,3040.69,5248.91,9306.08,9752.99,12014,175,Primer Orden,307
2501B,1698,21,132,10,1,1,Primer Orden,-77.384262,1.112221,-77.397647,1.115558,2554.51,6454.78,5094.33,8793.96,15591.3,16340.03,2218,176,Primer Orden,308
6501,847,12,76,24,5,4,Primer Orden,-76.466599,0.98953,-76.330926,1.116975,19839.96,50327.62,39526.72,68444.03,119078.06,124325.31,1258,177,Primer Orden,1216
52885,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.397647,1.115558,-77.405198,1.115814,763.59,2051.74,1649.1,2816.94,4589.56,4786.87,665000,178,Vía Municipal,0
19533,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.330926,1.116975,-76.324543,1.120015,614.28,1650.55,1326.63,2266.11,3692.11,3850.85,665000,179,Vía Municipal,0
10NR06,20,4,3,1,0,0,Departamental,-77.574919,1.084411,-77.556147,1.124861,6491.39,18019.41,13777.39,23483.91,41967.87,43984.97,47,180,Departamental,0
10NR07,17,17,4,1,0,0,Departamental,-77.508854,1.066667,-77.544247,1.127716,9896.06,27470.41,21003.5,35800.99,63979.6,67054.64,93,181,Departamental,0
52320,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.556147,1.124861,-77.548417,1.130025,864.8,2520.57,1959.86,3301,5464.76,5702.05,665000,182,Vía Municipal,0
52320,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.544247,1.127716,-77.548417,1.130025,464.12,1352.73,1051.81,1771.57,2932.81,3060.16,665000,183,Vía Municipal,0
52320,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.548417,1.130025,-77.546875,1.135482,618.42,1802.45,1401.49,2360.54,3907.83,4077.52,665000,184,Vía Municipal,0
10PT01,200,50,100,50,50,25,Departamental,-77.025563,1.116528,-77.021364,1.136848,2697.06,8253.72,6074.74,10290.48,18564.52,19458.46,1250,185,Departamental,0
4502,671,215,634,163,75,280,Primer Orden,-76.666819,1.080891,-76.651167,1.137532,7045.6,17872.43,14036.79,24305.96,42287.2,44150.62,5753,186,Primer Orden,889
1002,726,1425,378,41,13,38,Primer Orden,-77.861811,1.139683,-77.69568,1.044654,26288.17,66425.47,52425.26,90497.78,160448.49,168153.65,7267,187,Primer Orden,318
52435,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.862964,1.139527,-77.861811,1.139683,115.7,310.88,249.87,426.83,695.42,725.31,665000,188,Vía Municipal,0
6301,3554,136,606,71,49,105,Primer Orden,-76.643619,1.140116,-76.622161,1.0434,9972.93,25298.14,19868.86,34404.7,59856.85,62494.48,6902,189,Primer Orden,960
6501,87,533,165,13,3,37,Primer Orden,-76.324543,1.120015,-76.282794,1.140378,5268.67,13364.92,10496.65,18175.88,31622.16,33015.61,2700,190,Primer Orden,1151
52435,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.86474,1.141273,-77.862964,1.139527,287.47,772.44,620.85,1060.52,1727.87,1802.15,665000,191,Vía Municipal,0
52435,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.862964,1.139527,-77.86474,1.141273,208.65,560.65,450.62,769.74,1254.11,1308.03,665000,192,Vía Municipal,0
10PT03_1,200,50,100,50,50,25,Departamental,-77.009429,1.111289,-77.000845,1.141718,4007.22,13113.84,9430.52,16872.49,31688.64,33308.1,1250,193,Departamental,0
52435,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.865686,1.142916,-77.86474,1.141273,161.49,433.91,348.76,595.73,970.61,1012.34,665000,194,Vía Municipal,0
1003,1183,6,193,18,1,1,Primer Orden,-77.021364,1.136848,-77.005251,1.145058,2023.62,5113.34,4035.62,6966.39,12351.09,12944.22,1865,195,Primer Orden,658
86760,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.005251,1.145058,-77.004454,1.146262,171.94,461.99,371.32,634.28,1033.42,1077.85,665000,196,Vía Municipal,0
86760,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.000845,1.141718,-77.004454,1.146262,618.48,1661.84,1335.71,2281.61,3717.37,3877.18,665000,197,Vía Municipal,0
86001,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.651167,1.137532,-76.648104,1.147821,1173.99,3154.47,2535.41,4330.92,7056.24,7359.61,665000,198,Vía Municipal,0
86001,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.648104,1.147821,-76.643619,1.140116,908.75,2441.78,1962.59,3352.44,5462.03,5696.85,665000,199,Vía Municipal,0
1003,1183,6,193,18,1,1,Primer Orden,-77.100562,1.147957,-77.021364,1.136848,12227.61,30896.97,24384.95,42093.91,74630.6,78214.55,1865,200,Primer Orden,658
86001,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.648104,1.147821,-76.648398,1.152306,377.5,1014.33,815.27,1392.62,2268.95,2366.5,665000,201,Vía Municipal,0
86760,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.004454,1.146262,-77.001932,1.153027,626.72,1683.99,1353.51,2312.03,3766.93,3928.88,665000,202,Vía Municipal,0
10NR01,22,7,1,1,0,0,Departamental,-77.14735,1.155382,-77.145103,1.13572,3081.43,9209.54,6840.55,12377.86,23128.12,24315.51,54,203,Departamental,0
86001,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.656668,1.158332,-76.648398,1.152306,885.52,2379.36,1912.42,3266.73,5322.39,5551.21,665000,204,Vía Municipal,0
1003,1183,6,193,18,1,1,Primer Orden,-77.14735,1.155382,-77.100562,1.147957,7155.89,18081.65,14270.66,24634.37,43675.62,45773.04,1865,205,Primer Orden,658
25NR14,34,19,3,1,0,0,Departamental,-77.293977,1.160781,-77.261774,1.134833,6807.67,20346.22,15112.51,27345.83,51095.88,53719.14,114,206,Departamental,0
2501,5894,628,1165,172,56,245,Primer Orden,-77.384262,1.112221,-77.296567,1.161718,11246.53,28417.96,22428.43,38716.5,68642.62,71939.01,13780,207,Primer Orden,309
25NRD,2018,197,0,0,0,0,Primer Orden,-77.293977,1.160781,-77.296567,1.161718,255.92,649.18,509.86,882.87,1536,1603.69,2708,208,Primer Orden,1307
1003,1183,6,193,18,1,1,Primer Orden,-77.155962,1.162404,-77.14735,1.155382,1189.86,3006.56,2372.88,4096.12,7262.24,7610.99,1865,209,Primer Orden,658
2501,5894,628,1165,172,56,245,Primer Orden,-77.296567,1.161718,-77.295126,1.163983,244.97,619,488.54,843.33,1495.18,1566.98,13780,210,Primer Orden,309
25NR14,34,19,3,1,0,0,Departamental,-77.295126,1.163983,-77.293977,1.160781,322.45,963.71,715.82,1295.26,2420.2,2544.45,114,211,Departamental,0
86001,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.656668,1.158332,-76.65565,1.164829,550.93,1480.33,1189.82,2032.41,3311.35,3453.72,665000,212,Vía Municipal,0
86001,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.660412,1.164945,-76.656668,1.158332,639.31,1717.8,1380.69,2358.45,3842.56,4007.76,665000,213,Vía Municipal,0
2501B,1698,21,132,10,1,1,Primer Orden,-77.405198,1.115814,-77.4517,1.173221,15905.49,40190.32,31719.58,54755.12,97078.36,101740.32,2218,214,Primer Orden,308
86001,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.648398,1.152306,-76.649235,1.173512,1794.23,4821.06,3874.94,6619.07,10784.25,11247.89,665000,215,Vía Municipal,0
25NR23,27,9,7,4,1,1,Departamental,-77.320323,1.171212,-77.332025,1.166787,1655.33,4595.02,3513.29,5988.49,10701.97,11216.34,106,216,Departamental,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.312905,1.175051,-77.320323,1.171212,795.46,2137.39,1717.94,2934.53,4781.15,4986.7,665000,217,Vía Municipal,0
1003,735,20,219,18,0,0,Primer Orden,-76.875465,1.172344,-76.666819,1.080891,52773.81,133349.92,105244.33,181675.37,322102.23,337570.42,1534,218,Primer Orden,888
86755,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.882617,1.176608,-76.875465,1.172344,797.76,2143.56,1722.89,2942.99,4794.93,5001.08,665000,219,Vía Municipal,0
10NR06A,20,4,3,1,0,0,Departamental,-77.546875,1.135482,-77.552852,1.178996,5740.99,15936.4,12184.75,20769.21,37116.45,38900.37,47,220,Departamental,0
25BNR01,20,1,1,1,0,0,Departamental,-77.4517,1.173221,-77.47009,1.176964,2698.77,7491.5,5727.9,9763.34,17447.97,18286.57,31,221,Departamental,0
2501,5894,628,1165,172,56,245,Primer Orden,-77.295126,1.163983,-77.284032,1.180053,2042.94,5162.14,4074.13,7032.87,12468.96,13067.76,13780,222,Primer Orden,309
10NR02-1,15,2,1,1,0,0,Departamental,-77.970044,1.180196,-77.959759,1.16054,2344.2,6507.25,4975.35,8480.62,15155.62,15884.05,29,223,Departamental,0
10NR02,15,2,1,1,0,0,Departamental,-77.970044,1.180196,-77.97606,1.157567,4415.6,13196.99,9802.3,17737.09,33141.89,34843.39,29,224,Departamental,0
1003,1183,6,193,18,1,1,Primer Orden,-77.001932,1.153027,-76.979739,1.184063,3919.52,9903.92,7816.52,13493.06,23922.6,25071.42,1865,225,Primer Orden,658
8851,47,12,41,2,0,0,Departamental,-75.692045,1.184423,-75.619748,0.885202,33867.12,101219.4,75182.46,136041.42,254194.38,267244.68,220,226,Departamental,0
65CQ08-1,7,2,11,0,0,0,Departamental,-75.913949,1.034156,-75.744204,1.184979,31726.06,97090.12,71458.33,121048.98,218378.09,228893.7,47,227,Departamental,0
4404,200,50,100,50,50,25,Departamental,-76.65565,1.164829,-76.662232,1.189181,2661.21,8144,5993.98,10153.69,18317.73,19199.79,1250,228,Departamental,0
25NR23,27,9,7,4,1,1,Departamental,-77.290194,1.190494,-77.312905,1.175051,2922.44,8112.37,6202.61,10572.5,18894.01,19802.11,106,229,Departamental,0
10NR02,15,2,1,1,0,0,Departamental,-77.972759,1.191109,-77.970044,1.180196,1217.8,3639.65,2703.42,4891.79,9140.34,9609.6,29,230,Departamental,0
4503,957,293,502,65,43,89,Primer Orden,-76.649235,1.173512,-76.647543,1.191217,1610.18,4084.51,3207.92,5554.81,9664.18,10090.04,4409,231,Primer Orden,1128
25NRD,2018,197,0,0,0,0,Primer Orden,-77.237746,1.192812,-77.293977,1.160781,7326.86,18585.91,14597.15,25276.27,43975.33,45913.13,2708,232,Primer Orden,1307
SIN,200,50,100,50,50,25,Departamental,-75.703241,1.195495,-75.692045,1.184423,1583.5,4413.97,3362.31,5742.07,10074.92,10519.62,1250,233,Departamental,0
1002,726,1425,378,41,13,38,Primer Orden,-77.972759,1.191109,-77.865686,1.142916,13756.12,34894.86,27406.01,47455.94,82563.25,86201.45,7267,234,Primer Orden,318
25NRD,2018,197,0,0,0,0,Primer Orden,-77.238716,1.196574,-77.237746,1.192812,356.63,904.65,710.5,1230.29,2140.45,2234.77,2708,235,Primer Orden,1307
86219,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.979739,1.184063,-76.967626,1.196684,1456.88,3914.61,3146.38,5374.56,8756.61,9133.07,665000,236,Vía Municipal,0
1003,735,20,219,18,0,0,Primer Orden,-76.908585,1.197157,-76.882617,1.176608,3083.84,7792.31,6149.96,10616.22,18822.07,19725.96,1534,237,Primer Orden,888
18860,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.709645,1.197778,-75.703241,1.195495,723.85,2247.91,1673.91,2793.63,4696.57,4904.4,665000,238,Vía Municipal,0
10NR08,13,6,1,0,0,0,Departamental,-77.256809,1.198507,-77.237746,1.192812,2673.51,7421.39,5674.29,9671.98,17284.7,18115.45,37,239,Departamental,0
65CQ08-1,7,2,11,0,0,0,Departamental,-75.744204,1.184979,-75.709645,1.197778,4335.76,13268.58,9765.67,16542.86,29844.1,31281.19,47,240,Departamental,0
1003,482,1215,1247,259,94,322,Primer Orden,-77.245662,1.199566,-77.238716,1.196574,702.84,1775.94,1401.63,2419.53,4289.72,4495.73,11592,241,Primer Orden,323
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.284032,1.180053,-77.278716,1.200317,2337.26,6812.27,5296.85,8921.51,14769.42,15410.74,665000,242,Vía Municipal,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.279921,1.201287,-77.290194,1.190494,1435.42,4183.72,3253.03,5479.09,9070.56,9464.42,665000,243,Vía Municipal,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.278716,1.200317,-77.279921,1.201287,133.32,388.57,302.13,508.88,842.45,879.03,665000,244,Vía Municipal,0
2003PT,200,50,100,50,50,25,Departamental,-76.681329,1.202489,-76.660412,1.164945,4508.58,13797.46,10154.93,17202.24,31033.66,32528.03,1250,245,Departamental,0
1003,482,1215,1247,259,94,322,Primer Orden,-77.238716,1.196574,-77.155962,1.162404,13764.79,34781.15,27450.47,47385.69,84012.69,88047.2,11592,246,Primer Orden,323
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.278716,1.200317,-77.279154,1.203038,236.41,689.05,535.77,902.4,1493.91,1558.78,665000,247,Vía Municipal,0
65CQ05-1,10,0,4,0,0,0,Departamental,-75.103784,1.203235,-75.062837,1.012475,25693.32,78628.32,57870.44,98031.37,176853.23,185369.29,22,248,Departamental,0
86749,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.922458,1.205007,-76.908585,1.197157,1453.18,4512.81,3360.48,5608.37,9428.65,9845.87,665000,249,Vía Municipal,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.279154,1.203038,-77.256809,1.198507,2199.36,6410.32,4984.31,8395.1,13897.96,14501.45,665000,250,Vía Municipal,0
86749,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.926445,1.205558,-76.922458,1.205007,361.69,1123.22,836.41,1395.9,2346.76,2450.6,665000,251,Vía Municipal,0
2501B,1698,21,132,10,1,1,Primer Orden,-77.4517,1.173221,-77.460842,1.206369,4693.44,11859.48,9359.91,16157.31,28646.19,30021.85,2218,252,Primer Orden,308
52207,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.460842,1.206369,-77.461809,1.207323,140.52,409.58,318.47,536.39,887.99,926.55,665000,253,Vía Municipal,0
52207,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.461809,1.207323,-77.456984,1.207963,420.51,1225.62,952.98,1605.11,2657.23,2772.61,665000,254,Vía Municipal,0
1002,726,1425,378,41,13,38,Primer Orden,-77.991329,1.208462,-77.972759,1.191109,2526.98,6410.14,5034.45,8717.59,15166.76,15835.09,7267,255,Primer Orden,318
86749,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.921896,1.208614,-76.922458,1.205007,375.46,1165.98,868.25,1449.04,2436.1,2543.89,665000,256,Vía Municipal,0
25BNR02,20,1,1,1,0,0,Departamental,-77.456984,1.207963,-77.435652,1.209279,2539.84,7050.33,5390.59,9188.39,16420.48,17209.7,31,257,Departamental,0
52207,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.461809,1.207323,-77.470428,1.209804,951.29,2772.66,2155.87,3631.14,6011.29,6272.32,665000,258,Vía Municipal,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.279154,1.203038,-77.273677,1.210218,836.77,2438.88,1896.34,3194.02,5287.64,5517.25,665000,259,Vía Municipal,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.273677,1.210218,-77.245662,1.199566,2924.1,8522.69,6626.78,11161.51,18477.71,19280.05,665000,260,Vía Municipal,0
1003,1183,6,193,18,1,1,Primer Orden,-76.94097,1.210905,-76.926445,1.205558,1484.63,3751.39,2960.72,5110.88,9061.35,9496.5,1865,261,Primer Orden,658
1003,1183,6,193,18,1,1,Primer Orden,-76.967626,1.196684,-76.94097,1.210905,2875.97,7267.05,5735.4,9900.6,17553.31,18396.27,1865,262,Primer Orden,658
45PT34,200,50,100,50,50,25,Departamental,-76.658007,1.213325,-76.647543,1.191217,2382.09,7289.82,5365.3,9088.72,16396.48,17186.02,1250,263,Departamental,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.279921,1.201287,-77.291064,1.214362,1649.77,4808.47,3738.8,6297.29,10425.06,10877.74,665000,264,Vía Municipal,0
52612,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.998946,1.214885,-77.991329,1.208462,854.95,2297.22,1846.4,3153.96,5138.66,5359.58,665000,265,Vía Municipal,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.299071,1.21447,-77.291064,1.214362,782,2279.25,1772.22,2984.96,4941.55,5156.12,665000,266,Vía Municipal,0
1702,1931,1637,243,9,2,2,Primer Orden,-77.631703,1.09533,-77.662411,1.213411,19420.68,49072.57,38729.76,66856.27,118533.14,124225.41,8446,267,Primer Orden,320
17NR01,28,1,3,1,0,0,Departamental,-77.662411,1.213411,-77.678832,1.220186,6263.31,18719.28,13904.07,25159.18,47010.11,49423.61,45,268,Departamental,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.291064,1.214362,-77.287112,1.221001,663.99,1935.28,1504.77,2534.49,4195.82,4378.01,665000,269,Vía Municipal,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.287112,1.221001,-77.279154,1.203038,1986.66,5790.4,4502.3,7583.24,12553.94,13099.06,665000,270,Vía Municipal,0
52699,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.678832,1.220186,-77.677455,1.222133,204.98,597.45,464.55,782.44,1295.32,1351.56,665000,271,Vía Municipal,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.287112,1.221001,-77.301202,1.224805,1527.41,4451.84,3461.5,5830.23,9651.85,10070.96,665000,272,Vía Municipal,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.287112,1.221001,-77.285766,1.225552,412.95,1203.59,935.85,1576.25,2609.46,2722.77,665000,273,Vía Municipal,0
52001,50000,30000,30000,30000,30000,30000,Vía Municipal,-77.285766,1.225552,-77.273677,1.210218,2019.2,5885.22,4576.02,7707.42,12759.51,13313.55,665000,274,Vía Municipal,0
25NRD,2018,197,0,0,0,0,Primer Orden,-77.264156,1.228501,-77.238716,1.196574,5066.34,12851.67,10093.55,17477.88,30407.8,31747.74,2708,275,Primer Orden,1307
10PT10,200,50,100,50,50,25,Departamental,-76.928485,1.230664,-76.921896,1.208614,3696.6,12097.33,8699.52,15564.63,29232.33,30726.25,1250,276,Departamental,0
