CODIGOVIA,TPD_AUTOS,TPD_BUSES,TPD_C2,TPD_C3__C4,TPD_C5,TPD_MAS_C5,CLASE_DE_R,START_X,START_Y,END_X,END_Y,COSTO_AUTOS,COSTO_BUSES,COSTO_C2,COSTO_C3__C4,COSTO_C5,COSTO_MAS_C5,TPD_Global,FID,CLASE_DE_R,COD_AFORO
9006,1985,656,1334,859,298,403,Primer Orden,-75.320814,10.574611,-75.3039,10.588436,1870.81,4934.94,3961.04,6774.95,11070.89,11548.22,15224,10674,Primer Orden,519
47053,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.193466,10.582076,-74.189026,10.588917,766.3,2379.71,1772.06,2957.43,4971.96,5191.97,665000,10675,Vía Municipal,0
47053,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.189026,10.588917,-74.170997,10.591142,1681.01,5220.31,3887.33,6487.63,10906.84,11389.47,665000,10676,Vía Municipal,0
4518,3143,722,1380,237,338,2576,Primer Orden,-74.170997,10.591142,-74.169916,10.591902,116.27,312.42,251.11,428.93,698.85,728.89,25328,10677,Primer Orden,1213
45MGB,3143,722,1380,237,338,2576,Primer Orden,-74.16185,10.52812,-74.169916,10.591902,5400.91,14512.1,11664.14,19924.35,32462.17,33857.79,25328,10678,Primer Orden,1213
4902,4147,74,285,33,32,188,Primer Orden,-73.011043,10.573215,-72.990909,10.593685,2518.7,6431.68,5142.35,8805.46,14542.5,15177.17,6493,10679,Primer Orden,602
85670,158,8,33,1,1,1,Departamental,-72.984022,10.597234,-72.941828,10.569542,4556.98,13281.94,10327.31,17394.34,28796.06,30046.46,299,10680,Departamental,0
9006,1985,656,1334,859,298,403,Primer Orden,-75.3039,10.588436,-75.291949,10.59794,1355.79,3576.4,2870.6,4909.87,8023.18,8369.1,15224,10681,Primer Orden,519
47053,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.196789,10.59883,-74.189026,10.588917,1496.48,4647.27,3460.6,5775.47,9709.57,10139.22,665000,10682,Vía Municipal,0
44874,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.990909,10.593685,-72.989104,10.595769,228.09,612.86,492.59,841.42,1370.91,1429.85,665000,10683,Vía Municipal,0
44874,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.986703,10.598887,-72.984022,10.597234,264.5,710.71,571.24,975.77,1589.79,1658.14,665000,10684,Vía Municipal,0
45MGB-1,98,51,215,103,146,147,Departamental,-74.193466,10.582076,-74.262203,10.602765,6965.69,20302.45,15786.07,26588.56,44016.95,45928.27,2799,10685,Departamental,0
44874,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.989104,10.595769,-72.990084,10.608887,1133.3,3045.15,2447.55,4180.83,6811.71,7104.56,665000,10686,Vía Municipal,0
47268,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.262203,10.602765,-74.267644,10.609982,772.86,2252.61,1751.5,2950.07,4883.79,5095.86,665000,10687,Vía Municipal,0
13673,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.291949,10.59794,-75.281513,10.611015,1422.49,3822.18,3072.09,5247.66,8549.85,8917.43,665000,10688,Vía Municipal,0
44874,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.990084,10.608887,-72.986149,10.613445,499.33,1341.69,1078.39,1842.07,3001.23,3130.26,665000,10689,Vía Municipal,0
8421,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.151059,10.614308,-75.136737,10.605733,1621.06,4355.74,3500.94,5980.21,9743.38,10162.26,665000,10690,Vía Municipal,0
90AT05,281,103,104,620,21,59,Departamental,-75.167384,10.614953,-75.131336,10.495871,20737.32,52954.23,42338.7,72498.33,119733.34,124958.81,3834,10691,Departamental,0
9006,1140,725,967,565,237,432,Primer Orden,-75.167384,10.614953,-75.164143,10.616289,306.01,807.2,647.9,1108.17,1810.85,1888.93,12184,10692,Primer Orden,521
9006,1985,656,1334,859,298,403,Primer Orden,-75.281513,10.611015,-75.276684,10.616652,627.07,1654.12,1327.69,2270.87,3710.81,3870.8,15224,10693,Primer Orden,519
44874,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.986703,10.598887,-72.965247,10.617835,2423.4,6511.63,5233.74,8940.12,14565.88,15192.1,665000,10694,Vía Municipal,0
9006,1140,725,967,565,237,432,Primer Orden,-75.164143,10.616289,-75.151059,10.614308,1411.3,3722.81,2988.12,5110.88,8351.64,8711.73,12184,10695,Primer Orden,521
44874,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.965247,10.617835,-72.960943,10.61895,365.54,982.2,789.44,1348.5,2197.08,2291.54,665000,10696,Vía Municipal,0
44874,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.986149,10.613445,-72.965247,10.617835,1956.82,5257.92,4226.07,7218.85,11761.46,12267.11,665000,10697,Vía Municipal,0
4902,3496,100,316,42,14,39,Primer Orden,-72.960943,10.61895,-72.952492,10.622907,847.28,2163.58,1729.86,2962.11,4892.02,5105.52,5227,10698,Primer Orden,605
9006,1140,725,967,565,237,432,Primer Orden,-75.223891,10.62857,-75.167384,10.614953,5434.93,14336.58,11507.28,19682.04,32162.24,33548.93,12184,10699,Primer Orden,521
9006,1140,725,967,565,237,432,Primer Orden,-75.276684,10.616652,-75.223891,10.62857,4697.93,12392.48,9946.85,17013.08,27800.92,28999.57,12184,10700,Primer Orden,521
49GJ02-1,139,2,57,0,0,0,Departamental,-73.126072,10.629848,-73.119985,10.557972,8060.9,23167.03,17975.81,30341.23,50380.62,52573.19,317,10701,Departamental,0
2516,1740,415,766,120,157,813,Primer Orden,-74.823341,10.506086,-74.758859,10.634603,12178.46,32125.08,25785.26,44103.08,72068.43,75175.7,10821,10702,Primer Orden,761
8560,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.758859,10.634603,-74.758851,10.63544,71.9,209.55,162.93,274.43,454.31,474.04,665000,10703,Vía Municipal,0
85680,158,8,33,1,1,1,Departamental,-72.990084,10.608887,-73.082582,10.637916,8687.59,25321.14,19688.33,33161.15,54897.78,57281.57,299,10704,Departamental,0
8638,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.939935,10.640027,-74.924948,10.638369,1292.06,3471.72,2790.41,4766.5,7765.91,8099.79,665000,10705,Vía Municipal,0
8638,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.924948,10.638369,-74.927026,10.640713,259.72,697.85,560.9,958.12,1561.03,1628.14,665000,10706,Vía Municipal,0
8004A,5234,90,492,78,3,4,Primer Orden,-73.23447,10.541296,-73.197976,10.641528,10315.68,26341.81,21061.17,36063.93,59560.75,62160.13,7372,10707,Primer Orden,961
49GJA,134,0,30,0,0,0,Departamental,-72.952492,10.622907,-72.929944,10.645235,2819.73,8756.57,6520.62,10882.38,18295.18,19104.75,224,10708,Departamental,0
8560,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.758851,10.63544,-74.761377,10.648713,1159.4,3379.23,2627.5,4425.52,7326.38,7644.5,665000,10709,Vía Municipal,0
8560,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.758851,10.63544,-74.761377,10.648713,2045.78,5962.7,4636.27,7808.9,12927.51,13488.85,665000,10710,Vía Municipal,0
8560,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.761377,10.648713,-74.761503,10.649356,56.21,163.84,127.39,214.57,355.22,370.64,665000,10711,Vía Municipal,0
85685,158,8,33,1,1,1,Departamental,-72.986149,10.613445,-73.021035,10.65037,4606.33,13425.75,10439.13,17582.68,29107.86,30371.79,299,10712,Departamental,0
8638,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.924948,10.638369,-74.914249,10.654976,1822.38,4896.7,3935.74,6722.91,10953.45,11424.36,665000,10713,Vía Municipal,0
44110,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.929944,10.645235,-72.922126,10.657297,1217.16,3270.48,2628.66,4490.2,7315.75,7630.27,665000,10714,Vía Municipal,0
49GJ06,253,0,18,0,0,0,Departamental,-72.922126,10.657297,-72.922036,10.657414,13.13,40.76,30.35,50.65,85.16,88.93,307,10715,Departamental,0
9006,1207,696,1541,906,322,686,Primer Orden,-75.136737,10.605733,-75.04467,10.657847,9998.04,26373.42,21168.68,36206.88,59165.33,61716.27,16930,10716,Primer Orden,522
9006,1781,934,1679,1055,329,803,Primer Orden,-75.04467,10.657847,-74.939935,10.640027,9187.08,24234.24,19451.66,33270.09,54366.35,56710.38,19967,10717,Primer Orden,836
4902,3496,100,316,42,14,39,Primer Orden,-72.952492,10.622907,-72.93667,10.657959,3374.92,8618.1,6890.46,11798.83,19486.15,20336.57,5227,10718,Primer Orden,605
9006,2487,1144,1599,549,267,659,Primer Orden,-74.914249,10.654976,-74.912939,10.659988,440.96,1163.19,933.64,1596.89,2609.46,2721.97,18114,10719,Primer Orden,523
44110,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.93667,10.657959,-72.933854,10.662406,436.94,1174.04,943.64,1611.9,2626.23,2739.13,665000,10720,Vía Municipal,0
9006,2487,1144,1599,549,267,659,Primer Orden,-74.912939,10.659988,-74.90587,10.685826,2514.08,6631.8,5323.03,9104.5,14877.59,15519.04,18114,10721,Primer Orden,523
2702,4056,1250,0,0,0,0,Segundo Orden,-74.791819,10.49918,-74.716284,10.691336,20072.67,53934.75,43350.21,74049.59,120646.85,125833.69,8431,10722,Segundo Orden,1257
T21,120,29,53,16,1,1,Departamental,-73.31468,10.698635,-73.312911,10.690975,827.91,2310.79,1785.54,3018.6,5060.37,5281.36,455,10723,Departamental,0
86MG09,52,0,5,0,0,0,Departamental,-74.71241,10.699843,-74.672444,10.489547,24079.05,67207.1,51930.64,87793.06,147175.63,153602.92,67,10724,Departamental,0
T20,120,29,53,16,1,1,Departamental,-73.307717,10.700735,-73.31468,10.698635,672.88,1933.86,1500.53,2532.73,4205.52,4388.54,455,10725,Departamental,0
47605,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.716715,10.700974,-74.71241,10.699843,392.75,1144.73,890.08,1499.16,2481.84,2589.61,665000,10726,Vía Municipal,0
47605,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.716284,10.691336,-74.716715,10.700974,880.72,2566.96,1995.93,3361.76,5565.34,5807,665000,10727,Vía Municipal,0
80CS02-2,120,29,53,16,1,1,Departamental,-73.294765,10.701313,-73.307717,10.700735,1150.31,3305.98,2565.18,4329.75,7189.41,7502.3,455,10728,Departamental,0
T20,120,29,53,16,1,1,Departamental,-73.31468,10.698635,-73.326926,10.702212,1572.2,4518.49,3506,5917.75,9826.23,10253.87,455,10729,Departamental,0
80CS02-2,120,29,53,16,1,1,Departamental,-73.307717,10.700735,-73.326926,10.702212,1828.64,5255.51,4077.87,6883,11428.99,11926.38,455,10730,Departamental,0
80CS04,179,3,161,0,1,1,Departamental,-73.197976,10.641528,-73.212803,10.703166,6014.91,17286.85,13413.25,22640.12,37593.19,39229.24,683,10731,Departamental,0
80CS02-1,139,2,57,0,0,0,Departamental,-73.294765,10.701313,-73.212803,10.703166,7964.74,22890.66,17761.36,29979.27,49779.61,51946.02,317,10732,Departamental,0
80CS02-2,120,29,53,16,1,1,Departamental,-73.326926,10.702212,-73.353354,10.696605,2844.13,8174.04,6342.42,10705.32,17775.84,18549.44,455,10733,Departamental,0
47605,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.716715,10.700974,-74.717407,10.70903,728.45,2123.17,1650.86,2780.55,4603.16,4803.04,665000,10734,Vía Municipal,0
9006B,9,0,59,6,0,0,Departamental,-75.164143,10.616289,-75.13446,10.716207,10214.24,29355.72,22777.75,38446.4,63838.99,66617.27,210,10735,Departamental,0
90AT06,9,0,59,6,0,0,Departamental,-75.04467,10.657847,-75.129554,10.717813,11014.66,31656.14,24562.7,41459.19,68841.64,71837.63,210,10736,Departamental,0
90AT06,9,0,59,6,0,0,Departamental,-75.129554,10.717813,-75.13446,10.716207,569.62,1637.08,1270.25,2144.04,3560.11,3715.04,210,10737,Departamental,0
T22,120,29,53,16,1,1,Departamental,-73.392175,10.719532,-73.396011,10.715754,497.41,1429.56,1109.23,1872.25,3108.82,3244.11,455,10738,Departamental,0
T6,103,1,11,2,0,1,Departamental,-73.353354,10.696605,-73.392175,10.719532,5970.43,18138.75,13476.12,22562.56,38404.11,40121.32,153,10739,Departamental,0
T6,103,1,11,2,0,1,Departamental,-73.392175,10.719532,-73.391923,10.721056,146.51,445.1,330.69,553.66,942.39,984.52,153,10740,Departamental,0
90AT01,1781,934,1679,1055,329,803,Primer Orden,-74.764141,10.723149,-74.912939,10.659988,14575.84,38449.02,30861.19,52784.93,86255.37,89974.31,19967,10741,Primer Orden,836
25ATA,1781,934,1679,1055,329,803,Primer Orden,-74.764141,10.723149,-74.752447,10.723268,994.45,2623.21,2105.52,3601.28,5884.82,6138.55,19967,10742,Primer Orden,836
2516,1975,616,645,147,351,467,Primer Orden,-74.761503,10.649356,-74.752447,10.723268,6650.84,17543.97,14081.71,24085.33,39357.62,41054.54,10744,10743,Primer Orden,666
9006,2487,1144,1599,549,267,659,Primer Orden,-74.90587,10.685826,-74.91269,10.72373,3421.99,9026.74,7245.33,12392.4,20250.31,21123.41,18114,10744,Primer Orden,523
45MG05,130,38,121,86,124,76,Departamental,-74.19692,10.725931,-74.196789,10.59883,13935.71,43276.91,32226.33,53783.13,90418.8,94419.88,1970,10745,Departamental,0
2516,6943,2116,2192,258,207,1359,Primer Orden,-74.752447,10.723268,-74.752265,10.728328,429.3,1132.43,908.95,1554.66,2540.46,2649.99,29787,10746,Primer Orden,526
47980,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.196049,10.728584,-74.19692,10.725931,249.25,774.05,576.4,961.96,1617.23,1688.79,665000,10747,Vía Municipal,0
25AT07,260,111,96,49,22,49,Departamental,-74.764141,10.723149,-74.759483,10.729553,745.29,2141.96,1661.99,2805.27,4658.05,4860.77,1488,10748,Departamental,0
90A01,1111,1985,576,141,111,186,Primer Orden,-75.264764,10.731488,-75.454828,10.556643,25226.68,66544.45,53412.04,91355.88,149283.81,155720.24,11836,10749,Primer Orden,1142
90BL03,325,24,77,39,9,2,Departamental,-75.276684,10.616652,-75.264764,10.731488,11036.85,34073.06,25324.86,42372.08,71504.22,74669.83,851,10750,Departamental,0
8520,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.759483,10.729553,-74.754115,10.734017,622.01,1671.33,1343.34,2294.65,3738.61,3899.34,665000,10751,Vía Municipal,0
8520,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.752265,10.728328,-74.754115,10.734017,497.32,1336.28,1074.04,1834.64,2989.13,3117.64,665000,10752,Vía Municipal,0
90AT08,37,0,61,5,0,0,Departamental,-74.927026,10.640713,-74.972218,10.740083,10064.13,26547.76,21308.61,36446.22,59556.44,62124.24,240,10753,Departamental,0
4518,1732,644,3149,838,808,2456,Primer Orden,-74.11095,10.743966,-74.101388,10.742545,847.72,2277.81,1830.8,3127.32,5095.25,5314.31,33105,10754,Primer Orden,563
4518,1732,644,3149,838,808,2456,Primer Orden,-74.169916,10.591902,-74.11095,10.743966,14065.02,37792.35,30375.71,51886.92,84537.85,88172.3,33105,10755,Primer Orden,563
8520,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.754115,10.734017,-74.754993,10.747498,1141.9,3068.26,2466.13,4212.57,6863.41,7158.48,665000,10756,Vía Municipal,0
9006B,9,0,59,6,0,0,Departamental,-75.129554,10.717813,-75.110304,10.747673,3402.5,9778.79,7587.58,12807.01,21265.63,22191.11,210,10757,Departamental,0
8549,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.110304,10.747673,-75.101067,10.746195,967.91,2821.11,2193.54,3694.59,6116.33,6381.92,665000,10758,Vía Municipal,0
25AT08,40,8,21,17,2,1,Departamental,-74.90587,10.685826,-74.76754,10.748014,15639.69,39937.08,31931.04,54676.87,90300.62,94241.57,214,10759,Departamental,0
25ATA,6943,2116,2192,258,207,1359,Primer Orden,-74.764141,10.723149,-74.76754,10.748014,2167.3,5717.04,4588.8,7848.67,12825.44,13378.42,29787,10760,Primer Orden,526
25AT08,40,8,21,17,2,1,Departamental,-74.76754,10.748014,-74.764721,10.749447,277.79,709.36,567.16,971.17,1603.92,1673.92,214,10761,Departamental,0
8849,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.980853,10.749777,-74.972218,10.740083,1569.97,4875.48,3630.55,6059.09,10186.39,10637.14,665000,10762,Vía Municipal,0
45MG05,130,38,121,86,124,76,Departamental,-74.155412,10.750543,-74.196049,10.728584,4976.55,15454.51,11508.26,19206.36,32289.24,33718.05,1970,10763,Departamental,0
45MG03,54,25,44,7,0,0,Departamental,-74.155412,10.750543,-74.11095,10.743966,4705.87,13134.58,10149.03,17157.78,28763.17,30019.29,302,10764,Departamental,0
8685,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.764721,10.749447,-74.757453,10.754315,726.39,1951.8,1568.77,2679.72,4366,4553.7,665000,10765,Vía Municipal,0
86190,158,8,33,1,1,1,Departamental,-72.760825,10.756714,-72.734796,10.698791,12920.98,37134.91,28813.8,48634.59,80756.15,84270.66,299,10766,Departamental,0
25ATA,6943,2116,2192,258,207,1359,Primer Orden,-74.76754,10.748014,-74.765422,10.757659,854.01,2252.75,1808.17,3092.7,5053.75,5271.64,29787,10767,Primer Orden,526
9006B-1,28,0,36,6,0,0,Departamental,-75.101067,10.746195,-74.980853,10.749777,13845.27,42743.24,31768.98,53154.02,89699.08,93670.2,160,10768,Departamental,0
8685,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.77114,10.757538,-74.76598,10.758712,441.75,1186.98,954.04,1629.66,2655.16,2769.31,665000,10769,Vía Municipal,0
8685,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.765422,10.757659,-74.76598,10.758712,98.67,265.13,213.1,364.01,593.07,618.57,665000,10770,Vía Municipal,0
8685,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.76598,10.758712,-74.759642,10.759305,533.63,1433.86,1152.47,1968.62,3207.41,3345.3,665000,10771,Vía Municipal,0
45MG05,130,38,121,86,124,76,Departamental,-74.157799,10.759403,-74.155412,10.750543,847.54,2632.02,1959.94,3270.99,5499.1,5742.44,1970,10772,Departamental,0
4902,3496,100,316,42,14,39,Primer Orden,-72.933854,10.662406,-72.9953,10.759692,10404.5,26568.64,21242.53,36374.47,60073.62,62695.38,5227,10773,Primer Orden,605
86105,158,8,33,1,1,1,Departamental,-72.760825,10.756714,-72.725858,10.742152,5700.61,16383.55,12712.36,21457.09,35628.81,37179.37,299,10774,Departamental,0
44650,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.9953,10.759692,-72.996015,10.760982,122.13,328.16,263.76,450.55,734.07,765.62,665000,10775,Vía Municipal,0
45MG25,168,49,172,196,125,105,Departamental,-74.157799,10.759403,-74.146708,10.761583,1038.91,2899.7,2240.59,3787.9,6350.01,6627.32,2790,10776,Departamental,0
8685,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.76598,10.758712,-74.765617,10.764162,456.66,1227.04,986.24,1684.66,2744.77,2862.77,665000,10777,Vía Municipal,0
2702,4056,1250,0,0,0,0,Segundo Orden,-74.717407,10.70903,-74.71908,10.765401,5721.76,15374.23,12357.08,21108.01,34390.67,35869.19,8431,10778,Segundo Orden,1257
47980,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.146708,10.761583,-74.13609,10.766075,1111.35,3239.19,2518.62,4242.12,7022.76,7327.71,665000,10779,Vía Municipal,0
44650,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.996015,10.760982,-73.004132,10.767264,858.74,2307.4,1854.58,3167.94,5161.43,5383.33,665000,10780,Vía Municipal,0
25AT09-1,99,15,71,5,2,1,Departamental,-74.91269,10.72373,-74.862128,10.767965,6628.72,19050.95,14782.05,24950.51,41429.51,43232.52,400,10781,Departamental,0
90A01,3891,223,463,44,15,20,Primer Orden,-75.264764,10.731488,-75.227568,10.768228,4776.13,12196.19,9751.27,16697.51,27576.48,28779.99,6412,10782,Primer Orden,1122
25AT09,1236,385,170,488,132,46,Departamental,-74.84221,10.768193,-74.77114,10.757538,6318.38,16666.99,13377.8,22881.36,37390.22,39002.32,5936,10783,Departamental,0
49GJ06,253,0,18,0,0,0,Departamental,-72.922036,10.657414,-72.834999,10.769225,13913.94,43209.3,32175.98,53699.1,90277.54,94272.36,307,10784,Departamental,0
45MG04,114,59,108,105,104,86,Departamental,-74.025347,10.770243,-74.101388,10.742545,15019.56,45630.85,33901.29,56759.63,96611.52,100931.43,2015,10785,Departamental,0
8685,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.754993,10.747498,-74.757453,10.754315,609.57,1637.91,1316.47,2248.76,3663.84,3821.36,665000,10786,Vía Municipal,0
90A01,3891,223,463,44,15,20,Primer Orden,-75.227568,10.768228,-75.211507,10.77197,1434.45,3662.96,2928.66,5014.87,8282.22,8643.68,6412,10787,Primer Orden,1122
90AT06,9,0,59,6,0,0,Departamental,-75.13446,10.716207,-75.211507,10.77197,10423.16,29956.15,23243.64,39232.76,65144.73,67979.83,210,10788,Departamental,0
44650,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.004132,10.767264,-73.006313,10.772658,484,1300.49,1045.27,1785.5,2909.06,3034.13,665000,10789,Vía Municipal,0
44650,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.996015,10.760982,-73.000648,10.774224,1246.3,3348.78,2691.6,4597.71,7490.91,7812.96,665000,10790,Vía Municipal,0
8558,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.856219,10.774259,-74.84221,10.768193,1268.92,3409.54,2740.43,4681.12,7626.82,7954.71,665000,10791,Vía Municipal,0
25ATA,6943,2116,2192,258,207,1359,Primer Orden,-74.765617,10.764162,-74.764529,10.77438,871.52,2298.96,1845.26,3156.14,5157.42,5379.78,29787,10792,Primer Orden,526
8558,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.862128,10.767965,-74.856219,10.774259,800.96,2152.15,1729.8,2954.79,4814.16,5021.13,665000,10793,Vía Municipal,0
44650,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.000648,10.774224,-72.999691,10.775224,125.26,336.58,270.53,462.1,752.89,785.26,665000,10794,Vía Municipal,0
44650,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.006313,10.772658,-72.999691,10.775224,584.36,1570.16,1262.02,2155.74,3512.29,3663.29,665000,10795,Vía Municipal,0
44650,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.999691,10.775224,-72.998471,10.776466,145.87,391.95,315.03,538.12,876.75,914.44,665000,10796,Vía Municipal,0
8685,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.764529,10.77438,-74.764937,10.776763,201.43,541.23,435.02,743.08,1210.68,1262.73,665000,10797,Vía Municipal,0
86190,158,8,33,1,1,1,Departamental,-72.799102,10.777022,-72.760825,10.756714,4302.88,12366.46,9595.41,16196.02,26892.97,28063.36,299,10798,Departamental,0
8004A,7543,32,97,49,49,49,Primer Orden,-73.197976,10.641528,-73.0201,10.777683,22153.64,56570.9,45230.35,77449.83,127910.89,133493.26,8632,10799,Primer Orden,1238
86185,158,8,33,1,1,1,Departamental,-72.799102,10.777022,-72.798834,10.778466,128.01,367.91,285.47,481.84,800.08,834.9,299,10800,Departamental,0
44650,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.998471,10.776466,-72.994093,10.780991,520.01,1397.27,1123.06,1918.37,3125.55,3259.92,665000,10801,Vía Municipal,0
86185,158,8,33,1,1,1,Departamental,-72.798834,10.778466,-72.748291,10.772109,5824.48,16739.57,12988.6,21923.36,36403.03,37987.29,299,10802,Departamental,0
2516,6943,2116,2192,258,207,1359,Primer Orden,-74.756846,10.771214,-74.756705,10.781503,878.34,2316.95,1859.71,3180.84,5197.78,5421.88,29787,10803,Primer Orden,526
49GJ06,253,0,18,0,0,0,Departamental,-72.834999,10.769225,-72.798834,10.778466,3675.97,11415.61,8500.68,14186.94,23850.72,24906.12,307,10804,Departamental,0
4902,5331,139,374,56,23,64,Primer Orden,-72.994093,10.780991,-72.992802,10.782316,161.73,412.99,330.2,565.42,933.8,974.56,7599,10805,Primer Orden,606
47745,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.71908,10.765401,-74.724234,10.784261,1662.97,4468.35,3591.45,6134.81,9995.27,10424.99,665000,10806,Vía Municipal,0
8004A,7543,32,97,49,49,49,Primer Orden,-73.0201,10.777683,-72.992802,10.782316,2664.92,6805.07,5440.88,9316.65,15386.75,16058.26,8632,10807,Primer Orden,1238
45MG25,168,49,172,196,125,105,Departamental,-74.13609,10.766075,-74.103447,10.785222,3968.75,11077.18,8559.29,14470.2,24257.73,25317.09,2790,10808,Departamental,0
4518,1732,644,3149,838,808,2456,Primer Orden,-74.101388,10.742545,-74.103447,10.785222,3690.66,9916.71,7970.59,13615.12,22182.73,23136.41,33105,10809,Primer Orden,563
8558,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.856219,10.774259,-74.85408,10.785546,1062.67,2855.38,2295.02,3920.28,6387.2,6661.8,665000,10810,Vía Municipal,0
90ABL02,247,26,11,0,0,0,Departamental,-75.264764,10.731488,-75.262913,10.788227,5505.64,15823.2,12277.57,20723.21,34410.22,35907.76,371,10811,Departamental,0
9006,2487,1144,1599,549,267,659,Primer Orden,-74.91269,10.72373,-74.903544,10.788241,5820.76,15354.34,12324.19,21079.28,34445.46,35930.59,18114,10812,Primer Orden,523
25ATA,6943,2116,2192,258,207,1359,Primer Orden,-74.764937,10.776763,-74.768141,10.78828,1029.94,2716.83,2180.67,3729.81,6094.85,6357.64,29787,10813,Primer Orden,526
8634,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.768141,10.78828,-74.758109,10.796812,1402.6,3768.76,3029.15,5174.31,8430.35,8792.78,665000,10814,Vía Municipal,0
8634,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.756705,10.781503,-74.758109,10.796812,1303.25,3501.8,2814.59,4807.79,7833.2,8169.97,665000,10815,Vía Municipal,0
8634,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.758109,10.796812,-74.759068,10.799735,256.26,688.57,553.44,945.37,1540.27,1606.49,665000,10816,Vía Municipal,0
86178,158,8,33,1,1,1,Departamental,-72.834999,10.769225,-72.852871,10.803857,3876.38,11140.71,8644.32,14590.69,24227.36,25281.74,299,10817,Departamental,0
8078,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.903544,10.788241,-74.915277,10.80664,1935.93,5201.8,4180.96,7141.79,11635.92,12136.17,665000,10818,Vía Municipal,0
8078,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.915277,10.80664,-74.915084,10.80999,283.66,762.19,612.61,1046.45,1704.95,1778.25,665000,10819,Vía Municipal,0
90AAT02,50,11,12,0,0,0,Departamental,-75.227568,10.768228,-75.204366,10.815156,5199.29,13715.01,11008.38,18828.71,30767.83,32094.4,125,10820,Departamental,0
90AAT02,50,11,12,0,0,0,Departamental,-75.204366,10.815156,-75.204366,10.815156,0.22,0.58,0.47,0.8,1.31,1.36,125,10821,Departamental,0
90AAT02,50,11,12,0,0,0,Departamental,-75.204366,10.815156,-75.204361,10.815162,2.77,7.3,5.86,10.02,16.37,17.08,125,10822,Departamental,0
85835,158,8,33,1,1,1,Departamental,-73.0201,10.777683,-73.065223,10.816646,5354.2,15387.96,11939.86,20153.2,33463.73,34920.07,299,10823,Departamental,0
85845,158,8,33,1,1,1,Departamental,-73.061932,10.824863,-73.065223,10.816646,828.16,2413.79,1876.83,3161.16,5233.24,5460.48,299,10824,Departamental,0
2516,6943,2116,2192,258,207,1359,Primer Orden,-74.759068,10.799735,-74.76902,10.828289,2646.07,6979.97,5602.49,9582.48,15658.65,16333.78,29787,10825,Primer Orden,526
